English word,Katakana word,Google Translate
casa,ロッソ,Rosso
fiat,フィアット,Fiat
ximenez,ヒメネス,Jimenez
mt,セット,Set
eisacktaler,アイザックタレール,Isaac data rail
panek,パネク,Paneku
garovin,ガローヴァン,Garovu~an
aversa,アヴェルサ,Aversa
tunina,トゥニーナ,To~unina
roseto,ゼット,Georgette
meal,ロレ,Rolle
cheval,シュヴァル,Cheval
old,シュレーダー,Schroeder
loratoire,ロラトワール,Roratowaru
feuillet,ボトル,Bottle
chevalier,ル,Le
live,ライブ,Live
mallet,ゴトロー,Gotoro
un,アン,Anne
pataille,ラ,La
mare,マーレ,Mare
dallora,モンテダッローラ,Monte Dhaka roller
val,ロブレ,Roble
cinciole,クラ,Kula
vitiano,ヴィティアーノ,Vu~itiano
messo,ローザ,Rosa
monopole,ピエール,Pierre
saves,サヴェス,Savu~esu
grandis,グランディス,Grandis
russian,ワインズ,Wines
barreaubadar,バロー,Barrow
lys,ビュゼ,Buzet
rosazzo,ヴァネッサ,Vanessa
aquitania,アキタニア,Aquitania
florie,フローリー,Flory
pradel,プラデル,PRADELLES
santemilion,ミリオン,Million
cru,ソレラ,Solera
bitouzetprieur,プリウール,Prieur
cask,カスク,Cask
br,アイラ,Ira
gravels,セラー,Cellar
arte,アルテ,Arte
luis,ルイス,Lewis
times,アーリータイムズ,Early Times
re,レ,Le
cru,ラクロー,Rakuro
en,モン,Mon
philippe,エプ,Epstein
chardonnay,キャニオン,Canyon
igt,ボルゲット,Borghetto
cellar,ヴィラ,Villa
dani,ダーニ,Dhani
craft,クラフト,Craft
condor,コンドール,Condor
malena,マレーナ,Malena
siran,シラン,Silane
limouzin,リモザン,Limosin
germain,ジュルマン,Juruman
rst,ライヒスラート,Reichsbank alert
noir,ノイル,Noil
isola,イゾーラ,Isola
glana,グラナ,Grana
lardile,ラルディル,Rarudiru
noir,ノリ,Nori
russells,ラッセルズ,Russell's
glenara,ナラ,Nara
pousse,プース,Pouce
macgibbon,マックギボン,Makkugibon
william,ウィリアム,William
heights,ヘイツ,Heitz
no,ナ,Na
art,バット,Bat
tesoro,テソーロ,Tesoro
cuperly,キュペルリー,Kyuperuri
or,ロー,Low
ardbog,アードベッグ,Ardbeg
hishock,ロッカ,Rocca
eisele,エイズル,Eizuru
bourgogne,マサンジー,Masanji
chianti,キアンティー,Kianti
grandcru,コル,Coll
rochelle,ラ,La
dr,アンドレ,Andre
benmarco,マルコ,Marco
madonnna,マドンナ,Madonna
com,コメ,Rice
palmer,プリムール,En primeur
naturale,ナトゥラーレ,Nato~urare
defi,デフィ,Defi
monternot,モンテルノ,Monteruno
carmenere,カルネメール,Carne mail
world,ワールド,World
damour,ムール,Mur
vinya,ビニャ,Vina
barturot,バルトゥロット,Baruto~urotto
cie,メドック,Medoc
mirador,ミラドール,Mirador
lhospices,ロスピス,Rosupisu
fin,ファン,Fan
br,セーブル,Sevres
menil,メニル,Mesnil
old,ベッド,Bed
marions,マリオンズ,Marionzu
suri,スリ,Sri
candale,ダル,Dal
nossa,ノッサ,Nossa
vierlle,クラ,Kula
piqueras,ラス,Russ
papilio,パピリオ,Papillio
boisdale,ボイスデール,Voice Dale
mau,モウ,Moe
privada,プリヴァーダ,Purivu~ada
caven,カーヴェン,Kavu~en
schieferterrassen,シーファーテラッセン,Sea Fate Lassen
sale,モーレル,Moreru
janots,ジャノッツ,Janottsu
quaiare,レ,Le
migliara,ミリアラ,Miriara
vino,ヴィーニ,Vini
tour,ラ,La
aoc,ミットナッククラック,Mitt Knack crack
pere,ピオロ,Pioro
turasmara,マラ,Mara
oberon,オベロン,Oberon
giramonte,ジラモンテ,Jiramonte
dickel,ディッケル,Deckle
arimei,アリメイ,Arimei
cool,バラル,Bararu
adam,アダム,Adam
reserve,プライベートリザーヴ,Private Reserve
classe,クレッセ,Clesse
pauillac,リコルク,Rikoruku
mattioli,マッティオーリ,Matti Fiori
terredavino,テッレダヴィーノ,Terre da Vino
merlot,トラ,Tiger
etienne,ガレンヌ,Garenne
bliss,ブリス,Bliss
pata,パタ,Pata
gino,ジーノ,Gino
jouan,ジュアン,Juan
thibautjanisson,ジャニソン,Janisson
ciconia,シコニア,Shikonia
muri,ムーリ,Muri
lormeau,ロルモー,Rorumo
redmountain,マウンテン,Mountain
proof,プルーフ,Proof
rochetais,ロシュテ,Roshute
palmina,ミナ,Mina
clere,クレール,Clair
conquette,コンケッテ,Konkette
garenne,ギャレンヌ,Gyaren'nu
petnat,ナット,Nut
lemon,レモン,Lemon
stagg,スタッグ,Stagg
collioure,コリウール,Collioure
tuderi,トゥーデリ,To~uderi
parallel,パラレル,Parallel
uccellanda,ウッチェランダ,Utcheranda
parmelee,パーメリー,Pameri
tavanne,タヴァンヌ,Tavu~an'nu
chouilly,クリュ,Cru
possessioni,ポッセッシオーニ,Possesshioni
ac,バルザック,Balzac
nicholls,ニコルス,Nicholls
plouzeau,プルーゾー,Puruzo
vt,ロベティア,Robetia
fable,ブル,Bull
chateaufuisse,シャトーフュイッセ,Chateau Fuisse
drovers,ドローヴァーズ,Dorovu~azu
ricupo,リクーポ,Rikupo
alba,プラホヴァヴァレー,Pura e Cordova Valley
urban,アーバン,Urban
lacuna,ラクーナ,Lacuna
cunning,カニング,Canning
molise,モリゼ,Morize
yell,レベルイエール,Level Hyeres
sparkling,ナイアガラ,Niagara
rie,フィーリー,Feeley
aneto,アネト,Aneto
papu,パプ,Papp
girl,ガール,Girl
rangen,ランゲン,Langen
laffitteteston,テストン,Tesuton
meio,メイオ,Meio
lacaze,ラカーズ,Lacaze
rita,エステート,Estate
en,ヴァン,Van
sakewine,ワイン,Wine
zagreo,ザグレオ,Zagureo
kawahc,リッチ,Rich
select,ワインメーカーズセレクト,Winemaker select
chane,ドシェーヌ,Doshenu
salentino,サレント,Salento
monaci,アリアニコ,Arianiko
gayon,ガイヨン,Guyon
roches,ロッシュ,Roche
venture,ボトル,Bottle
montlouis,フランツ,Franz
shiraz,ヴィンヤードシラーズ,Vineyard Shiraz
buri,ブリ,Yellowtail
casses,カス,Kas
cubi,クービ,Kubi
vin,ベン,Ben
loiseliniere,ロワズリニエール,Rowazurinieru
movia,モヴィア,Movu~ia
cadetto,カデット,Cadet
village,ヴィラージュ,Village
malt,グレンタレット,Glen turret
caleselle,カレゼッレ,Karezerre
filtrato,フィルター,Filter
secco,セッコ,Secco
paille,ロレ,Rolle
serge,セルジュ,Serge
alfonso,アルフォンソ,Alfonso
ruisse,フュイッセ,Fuisse
nardi,ナルディ,Naldi
busiris,ローゼ,Rose
mina,ミナ,Mina
charmes,ムルソー,Meursault
sauvignon,ナ,Na
riotte,リオット,Riotto
chicotot,シコト,Shikoto
portasole,ソーレ,Sole
aoc,デュック,Duc
georg,ベルグ,Berg
years,ディスティラリーズ,Di Stila Leeds
spumante,ピエモンテ,Piedmont
arbol,アルボル,Alvor
silva,シルヴァ,Silva
casanova,ヌオヴァ,Nuova
grand,オールドグランダッド,Old Grand Dad
tafon,タフォン,Tafon
tavannes,ジョンソン,Johnson
freedom,ダム,Dam
covitoro,コヴィトロ,Kovu~itoro
voarick,ヴォアリック,Vu~oarikku
rouge,ルージュ,Rouge
ereve,エレブ,& Castillo Alcazar
seal,アイラ,Ira
rapitala,ラピタラ,Rapitara
etienne,サン,San
chamballe,レ,Le
sale,リア,Rear
annata,ポイント,Point
la,アルベール,Albert
vernaiolo,ヴェルナイオーロ,Vel Nye Oro
claccic,クラシック,Classic
az,モンテロッソ,Monte Rosso
blossoming,ブロッサミング,Blossoming
nacht,ナハト,Nahath
montipagano,モンティパガーノ,Montipagano
dellulmo,メルロー,Merlot
corteagnella,アグネラ,Agunera
chadonnay,ソーヴィニヨン,Sauvignon
age,オーダージ,Odaji
off,ハーフ,Half
menetreol,レ,Le
rl,エル,Elle
olio,リオ,Rio
cosecha,コセッチャ,Kosetcha
bea,ヴェオ,Vu~eo
sottana,ソッターナ,Sottana
cortello,テロ,Terrorism
sagrantino,カプライサグランティーノ,Coupler Isa Grand Martino
clos,ルブルソー,Ruburuso
lea,ル,Le
jonathan,ジョナタン,Jonatan
sauvageon,ソヴァジョンヌ,Sovu~ajon'nu
unoak,オーク,Oak
zellenberg,ツェレンベルグ,Tsu~erenberugu
vega,テラベガ,Terabega
rouge,ルグー,Rugu
lasanta,ラサンタ,Rasanta
margheria,マルゲリア,Marugeria
piccinini,ピッチニーニ,Piccinini
montille,レ,Le
la,デル,Dell
jesus,ジェズ,Jez
cru,ヴォコレ,Vu~okore
poderi,オッデーロ,Oddero
smtbt,ブリエット,Burietto
rias,パソス,Passos
navarro,ヴァレー,Valley
taru,サントリー,Suntory Ltd.
fils,ロゼ,Rose
coast,エステート,Estate
luce,オーク,Oak
gauvain,ゴーヴァン,Govu~an
salento,サレント,Salento
cl,アイラ,Ira
diama,ディアマ,Diama
renardiere,ルナーディエール,Lunar di Yale
coletti,コレッティ,Coletti
briaille,イル,Yl
castelhuniade,シャルドネ,Chardonnay
garnier,ラ,La
romerberg,レーマーベルグ,Romerberg
roccascossa,ロッカスコッサ,Rokkasukossa
annagarten,アナガルテン,Anagaruten
coda,コーダ,Coda
du,ド,Do
monfalletto,モンファレット,Monfaretto
blanc,バーガウンディーコンクール,Bar gown Dee Competition
paringa,パリンガ,Paringa
folatieres,コサール,Kosaru
roederer,ルイロデレール,Ruirodereru
umbria,デルンブリア,Derunburia
br,カリラ,Caol Ila
goldtraum,ゴールドトラウム,Gold Traum
originale,オリジナーレ,Orijinare
parmeleehill,ヒル,Hill
nikka,ロック,Rock
ceni,カン,Kang
pedregal,ペドリガル,Pedregal
steller,ステラ,Stella
veronesse,ロッソ,Rosso
schloskapelle,シュロスカペレ,Schloss Capelle
smtbt,テスタマッタ,Tesutamatta
sid,スィッド,Su~iddo
beaune,ヴォーヌ,Vosne
fratelli,フラテッリ,Furaterri
aoc,ジュラシック,Jurassic
laurens,ローレンス,Lawrence
vallebelbo,ヴァレベルボ,Vu~areberubo
landwein,ワイン,Wine
igp,ポ,Po
picnic,ピクニック,Picnic
monument,モニュメント,Monument
clotilde,クロティルド,Clotilde
pico,ピーコ,Pico
mailly,クリュ,Cru
pinoterie,ピノテリー,Pinoteri
br,ブル,Bull
bionco,ビアンコ,Bianco
morey,プルミエクリュ,Premier Cru
egon,エゴン,Egon
cordero,エリオーロ,Erioro
aquilae,グリッロ,Grillo
blanc,ブラッケンブルック,Bracken Brook
daure,ドール,Dole
cerri,レ,Le
mourac,エリック,Eric
marittima,マリッティマ,Marittima
klevener,クレヴネール,Kurevuneru
echezots,ゼシェゾ,Zeshezo
glou,グルー,Glue
pape,シャトーヌフデュパップ,Chateau Neuf du Papes
sale,グリッロ,Grillo
neosentido,センティド,Sentido
rising,ジーロング,Geelong
leitz,ライツ,Rights
vilaine,ヴィレーヌ,Vilaine
carmenere,カルムネール,Karumuneru
contini,コンティーニ,Contini
blanc,ランク,Rank
alentejano,アレンテジャーノ,Allen Tejano
oliver,ボール,Ball
paternoster,パテルノステル,Paternoster
montizeau,モンティゾー,Montizo
ball,ボール,Ball
duresse,セイ,Say
vs,グッズ,Goods
colle,トッロ,Tollo
in,オンライン,Online
label,ジョニーウォーカーグリーンラベル,Johnnie Walker Green Label
ninni,ニンニ,Nin'ni
capitancelli,カピタンチェッリ,Capitan check Li
fontaine,フォンテイヌ,Fonteinu
couvreur,クヴルール,Kuvururu
ramaz,ラマス,Lamas
woodward,ウッドワード,Woodward
pierre,ペール,Pail
milleuve,ミッレウーヴェ,Mirreuvu~e
nevis,ネヴィス,Nevis
vinitrio,トリオ,Trio
fieuzal,フューザル,Fu~yuzaru
sektkellerrei,ゼクトケラーライ,Sekt Keller Lai
montagliari,モンタリアーリ,Montariari
matuta,マトゥータ,Mato~uta
oak,ウイスキー,Whiskey
rupestre,ルペストレ,Rupesutore
tildin,ティルディン,Till Din
montagne,モンターニ,Montani
bourgogne,シャンジー,Shanji
cask,アイルオブスカイ,Isle of Sky
russell,ラッセル,Russell
laide,レド,TOLEDO
brut,ポルタ,Porta
valdivieso,ヴァルディヴィエソ,Val di Viejo Seo
eurl,レ,Le
ou,ウ,C
marani,マラニ,Malani
vines,ツーヴァインズ,Tsuvu~ainzu
at,パーティ,Party
ripaille,レ,Le
hope,ホープ,Hope
anguissola,アングイッソラ,Anguissora
reis,アイス,Ice
gaudou,ゴドゥー,Godo~u
ulivi,ウリヴィ,Ulivi
balvenie,バルヴェニー,Baruvu~eni
accademia,アカデミア,Academia
parize,パリゼ,Pariset
unchillfiltered,アンチルフィルター,Anti-le filter
varius,ヴァリウス,Vu~ariusu
les,ラス,Russ
emmas,エマズ,Emazu
figli,ネグロ,Negro
lanbrusco,ランブルスコ,Lambrusco
drams,ドラムス,Drums
sancerre,ラ,La
tour,ダルメリータ,Darumerita
aguila,アギラ,Aguila
tode,メトド,Metodo
bernardino,ベルナルディーノ,Bernardino
nicolas,ロゼ,Rose
valeorano,ヴァレイラーノ,Vu~areirano
chiarlo,ラ,La
evangelion,エヴァンゲリオン,Evangelion
cru,ジュラール,Juraru
kirchenpfad,キルヘンファド,Kiruhenfado
vin,イン,In
kirwan,ワイン,Wine
hospitien,ホスピエテン,Hosupieten
cornas,ナス,Eggplant
daramon,ダラモン,Daramon
salice,バリック,Barrick
mazarron,マサロン,Mazarron
saumaize,ソメーズ,Somezu
zola,ゾラ,Zola
pegoes,ゴエス,Goes
village,ピノグリ,Pinot Gris
ioria,イオリア,Aeolia
zn,ノ,Roh
mariepierre,ピエール,Pierre
tre,レ,Le
cras,ムルソー,Meursault
clarion,クラリオン,Clarion
originale,オリジネール,Orijineru
aoc,セドリック,Cedric
gallica,リカ,Rika
do,オールド,Old
quatrocentenario,クアトロチェンテナーリオ,Quattro Chen tenor Rio
castilla,ラ,La
resalso,レサルソ,Resaruso
di,ドゥ,De
cuvelie,キュヴリエ,Kyuvurie
goujon,グージョン,Goujon
folicello,フォリチェッロ,Foricherro
lunelles,ジェラールペルス,Gerard Pell scan
best,スピリッツ,Spirits
juransson,ジュランソン,Jurançon
octobre,オクトーブル,Okutoburu
de,ド,Do
village,ボージョレ,Beaujolais
pouillyfuisse,フュイッセ,Fuisse
deloches,デロッシェ,Derosshe
nick,ニック,Nick
mandrarossa,マンドラロッサ,Mandla Rossa
labourieroi,レ,Le
germano,ジェルマノ,Germano
lehnert,レナート,Renato
art,アート,Art
casalferro,カザルフェッロ,Kazaruferro
pacific,ケーキ,Cake
haro,アロ,Allo
sileni,ブラン,Blanc
cacao,カカオ,Cacao
off,フィエフ,Fiefu
gravels,グラヴェルス,Guravu~erusu
campanaro,カンパナーロ,Kanpanaro
olivier,アルベール,Albert
select,セラーセレクト,Cellar select
isabella,ベラ,Bella
young,スイング,Swing
terre,シュルリー,Shururi
lavrador,ラブラドール,Labrador
nathaniel,ナタニエル,Nataniel
iskra,クラ,Kula
caliterra,テラ,Terra
premier,ルミリー,Remilly
celtic,ロイヤルセルティック,Royal Celtic
camporonne,カンポローネ,Kanporone
manuel,マヌエル,Manuel
giribaldi,ジリバルディ,Jiribarudi
barco,バルコ,Barco
crianza,クリアンサ,Crianza
bonded,ダッド,Dadd
bionzo,ビオンゾ,Bionzo
viejos,パゴス,Pagosu
pinot,モンテ,Monte
naddef,ナデフ,Nadefu
lafitte,ラフィット,Laffitte
arcano,アルカーノ,Arukano
borgonero,ボルゴネーロ,Borugonero
rawhide,ローハイド,Rawhide
difese,レディフェーゼ,Redifeze
noya,ノヤ,Noya
progreso,プログレッソ,Progresso
chardonnaycalifornia,カリフォルニア,California
cru,ロ,Russia
ne,ローヌ,Rhone
pannonhalmi,パンノンハルミ,Pan'nonharumi
bruno,スラン,Seraing
cool,リエ,Rie
belavista,ベッラヴィスタ,Bella Vista
oddero,オッデーロ,Oddero
circus,チルクス,Chirukusu
matayaronne,マタヤローネ,Matayarone
nefertiti,ネフェルティティ,Nefertiti
weddeing,ウェディング,Wedding
la,バリグール,Bariguru
cocktail,カクテル,Cocktail
vulture,レペルトリオ,Reperutorio
deleclair,レクレール,Leclerc
corteforte,コルテフォルテ,Corte Forte
saggi,サッジ,Sajji
fut,フット,Foot
serene,セリーヌ,Celine
mikruski,ミクルスキ,Mikurusuki
ripe,ペ,Bae
juliet,ジュリエット,Juliet
montebello,モンテベロ,Montebello
bio,ルーヴェ,Ruvu~e
vino,ナ,Na
aperta,アペルタ,Aperuta
habemus,アベームス,Abemusu
clos,リース,Lease
isis,イージス,Aegis
littore,リトレ,Littre
persin,ペルザン,Peruzan
clos,ペレス,Perez
kabinett,セット,Set
oratorio,オラトリオ,Oratorio
russian,ヴァインズ,Vines
labele,ラベル,Label
ilia,ブルガリア,Bulgaria
anne,アン,Anne
mont,サント,Santo
marpione,マルピオーネ,Maru Pione
almacenista,アルマセニスタ,Arumasenisuta
ete,エテ,Ete
celebration,グラント,Grant
babiole,バビオル,Babioru
ean,ネ,Ne
cruzille,レ,Le
golosa,ゴロサ,Gorosa
ovalle,ヴァレー,Valley
nairac,ネラック,Nerakku
rousette,セット,Set
familongue,ファミロング,Family Long
deugenie,ドゥジェニー,De Jenny
scots,スコッツ,Scotts
angel,エンジェル,Angel
plagnotte,プラニョット,Puranyotto
mon,モン,Mon
cordella,コルデラ,Korudera
riesling,シュタインリースリング,Stein Riesling
chapell,ラ,La
sole,ソール,Saul
juan,ガジーナ,Gallina
laube,ローブ,Robe
assemblage,アサンブラージュ,Assemblage
traminer,トラミネール,Toramineru
pt,ポート,Port
barrera,バレッラ,Barerra
leo,イル,Yl
chevaliers,ランスロ,Lancelot
naturelpatapon,パタポン,Patapon
noble,マウルバレー,Maurubare
seguin,スガン,Sugan
tzingana,ツインガナ,Tsuingana
bernieres,セル,Cell
cru,レ,Le
caeur,クール,Cool
loi,ロー,Low
tierra,ビウラ,Biura
agr,ジリオ,Giglio
rm,プルミエ,Premier
hacienda,アシエンダ,Hacienda
dinavolino,ディナヴォリーノ,Dina Tarnovo Reno
veneri,ヴェネーリ,Vu~eneri
greppi,グレッピ,Gureppi
bredif,ブレディフ,Buredifu
rocnu,ロクヌウ,Rokunuu
legged,レッグド,Legged
carm,カルム,Calum
abruzzo,ロッソ,Rosso
arazu,アラズ,Araz
chiaroscuro,キアロスクロ,Kiarosukuro
exupery,クリュ,Cru
agr,アル,Al
bessiere,ブリュッセル,Brussels
range,スプリング,Spring
caberret,デメテール,Demeteru
baudouin,ドアン,Doan
barrel,フル,Full
hartung,テタンジェ,Taittinger
ecirc,コンクール,Contest
rose,ロザ,Roza
wagram,ヴァグラム,Vu~aguramu
lohr,ヒル,Hill
cono,コノ,Kono
boulotte,ブロット,Blot
premier,プリウール,Prieur
araldica,アラルディカ,Ararudika
atamaivillagewines,アタマイビレッジワインズ,My head Lee Village Wines
tridente,トリデンテ,Toridente
aligate,アリゴテ,Aligote
jelena,エレナ,Elena
petalos,ペタロス,Petarosu
poltersdorfer,ポルテルスドルファー,Porte Angeles dollar fur
ordensgut,オルデンスグート,Oldenburg scan Gut
aged,ウッド,Wood
steinwingerd,シュペートブルグンダー,Spatburugunder
brnello,ブルネッロ,Brunello
conti,タレント,Talent
della,イル,Yl
monopole,ポール,Paul
litchi,ライチ,Litchee
baldes,バルデス,Valdes
baze,ベーズ,Baize
salmanazar,サルマナザール,Psalmanazar
